bodyId,out_degree,in_degree,total_output_weight,total_input_weight,predictedNt,type
57536,162,113,468,410,acetylcholine,PFNp_c
57587,243,172,893,596,acetylcholine,FC3_a
57591,87,79,611,630,acetylcholine,EPGt
57600,146,113,564,639,acetylcholine,PFNm_b
57603,120,206,392,1028,acetylcholine,FC2C
57625,208,357,1438,3142,acetylcholine,hDeltaG
57851,371,320,1776,924,glutamate,FB2G_a
57934,107,156,475,814,acetylcholine,vDeltaF
57935,48,225,670,1441,unclear,FR1
58073,151,125,437,471,acetylcholine,FC1D
58113,136,139,343,567,acetylcholine,FC1C_b
58146,104,193,491,864,acetylcholine,vDeltaH
58243,245,213,1049,733,glutamate,FB5W_a
58244,115,159,483,824,acetylcholine,vDeltaF
58322,103,237,187,882,acetylcholine,FS2
58335,249,206,686,679,acetylcholine,FC3_b
58447,180,339,1216,2284,acetylcholine,hDeltaC
58552,371,283,1694,1241,glutamate,FB4Q_c
58561,111,248,564,1671,serotonin,PFGs
58565,143,104,607,861,acetylcholine,FC1B
58585,163,128,518,525,acetylcholine,PFNm_a
58730,49,219,698,1541,unclear,FR1
58834,358,398,2066,4978,octopamine,EL
59018,99,164,546,755,acetylcholine,vDeltaI_a
59108,248,229,653,1721,serotonin,PFR_a
59176,118,199,452,929,acetylcholine,vDeltaE
59230,112,98,1142,1129,gaba,ER3m
59275,132,160,525,710,acetylcholine,vDeltaG
59288,268,227,746,1443,serotonin,PFR_a
59337,116,105,1309,1039,gaba,ER3w_b
59408,260,505,832,1417,acetylcholine,CB1017
59425,116,124,851,700,acetylcholine,IbSpsP
59429,130,179,544,825,acetylcholine,vDeltaG
59434,121,180,537,767,acetylcholine,vDeltaG
59485,349,364,1875,1385,glutamate,FB5G_c
59719,128,105,422,487,acetylcholine,FC1D
59735,122,114,442,510,acetylcholine,PFNm_a
59806,268,212,758,819,acetylcholine,FC3_c
59813,164,142,555,535,acetylcholine,FC1D
59846,215,236,988,925,glutamate,FB4E_a
59929,58,129,226,349,acetylcholine,FR2
59969,225,354,1911,4439,acetylcholine,hDeltaA
59983,133,66,936,802,acetylcholine,PFNv
59994,258,274,1287,1765,acetylcholine,PFR_b
60054,319,222,1495,630,glutamate,FB1E_a
60086,159,233,721,1194,acetylcholine,hDeltaJ
60215,127,102,433,498,acetylcholine,FC1B
60323,178,117,641,626,acetylcholine,FC1A
60361,111,68,517,419,acetylcholine,PFNa
60365,284,240,939,787,glutamate,FB1A
60370,110,174,480,817,acetylcholine,vDeltaE
60381,165,256,950,1401,glutamate,FB7J
60449,174,133,444,483,acetylcholine,PFNp_c
60474,211,170,730,501,acetylcholine,FC3_b
60481,108,71,310,255,acetylcholine,PFNp_a
60586,217,163,895,492,acetylcholine,FC3_a
60670,140,205,480,864,acetylcholine,FC2C
61234,186,141,572,542,acetylcholine,PFNp_c
61273,146,174,908,757,gaba,ER1_b
61278,117,175,509,854,acetylcholine,vDeltaG
61290,171,110,470,411,acetylcholine,PFNp_c
61296,110,161,560,701,acetylcholine,vDeltaG
61392,85,132,350,522,glutamate,FB9B_b
61398,61,212,823,1489,unclear,FR1
61451,192,279,1450,2638,acetylcholine,hDeltaL
61553,270,206,712,1335,serotonin,PFR_a
61568,156,139,442,469,acetylcholine,FC1D
61590,317,359,1311,3202,octopamine,EL
61704,383,303,2240,1062,glutamate,FB2M_a
61731,226,199,645,730,acetylcholine,FC3_c
61845,323,355,1370,3544,octopamine,EL
61871,195,281,941,858,glutamate,FB5Z
61930,151,134,372,462,acetylcholine,FC1C_b
61978,160,151,533,470,acetylcholine,FC1D
62020,165,234,689,804,glutamate,FB8I
62193,223,303,1380,1246,glutamate,FB6P
62262,149,133,379,520,acetylcholine,FC1C_b
62443,178,151,530,598,acetylcholine,FC1F
62463,108,75,453,411,acetylcholine,PFNa
62570,149,277,723,1022,glutamate,FB6T
62712,145,144,436,391,acetylcholine,FC1E
62732,139,78,404,294,glutamate,FB1D
62751,92,109,261,442,acetylcholine,LHPV6f1
62790,120,233,333,711,acetylcholine,FS1A_a
62821,137,113,462,480,acetylcholine,FC1D
62962,203,173,691,597,acetylcholine,FC3_b
63122,159,221,782,1038,glutamate,FB5V_c
63179,184,237,787,1278,acetylcholine,hDeltaJ
63261,132,170,538,806,acetylcholine,vDeltaG
63277,258,282,1804,3992,acetylcholine,hDeltaF
63324,84,126,249,541,acetylcholine,vDeltaJ
63395,222,161,845,605,glutamate,FB5W_a
63612,117,162,449,783,acetylcholine,vDeltaE
63635,122,146,529,742,acetylcholine,vDeltaG
63639,149,152,689,411,glutamate,FB8E
63652,102,190,180,567,acetylcholine,FS1B_a
63782,133,125,1563,1502,gaba,ER3d_c
63838,133,114,398,395,acetylcholine,FC1D
63998,332,325,1149,912,gaba,FB3C
64029,120,72,500,485,acetylcholine,PFNa
64139,127,136,320,387,acetylcholine,FC1C_a
64270,161,226,437,1066,acetylcholine,FC2C
64298,54,69,124,173,unclear,PFNp_b
64325,295,330,1278,1136,glutamate,FB6K
64365,80,156,128,430,acetylcholine,FS2
64416,109,148,457,808,acetylcholine,vDeltaE
64464,112,167,253,456,acetylcholine,FS1B_a
64468,62,103,233,386,acetylcholine,vDeltaK
64541,116,74,552,474,acetylcholine,PFNa
64591,139,120,392,343,acetylcholine,FC1E
64684,204,121,637,594,acetylcholine,FC3_c
64842,136,117,377,495,acetylcholine,FC1E
64956,390,382,1940,2817,unclear,FB7B
65000,99,163,454,715,glutamate,FB7D_b
65047,292,368,1201,1322,glutamate,FB6X
65054,65,100,250,492,acetylcholine,vDeltaL
65085,105,150,405,772,acetylcholine,vDeltaD
65180,140,116,430,508,acetylcholine,PFNm_a
65187,205,171,1835,729,glutamate,FB7K
65579,200,129,601,362,acetylcholine,FC3_a
65657,107,156,533,732,acetylcholine,vDeltaI_a
65705,395,435,1924,1720,glutamate,FB5Q
65722,160,109,418,406,acetylcholine,PFNp_e
65947,166,119,612,698,acetylcholine,FC1F
66205,191,136,513,529,acetylcholine,FC3_c
66230,83,187,218,510,acetylcholine,FS1A_a
66246,115,145,498,733,acetylcholine,vDeltaH
66309,172,118,492,438,acetylcholine,FC1D
66342,89,155,270,300,acetylcholine,FS1B_b
66418,172,137,685,431,acetylcholine,FC3_b
66479,145,156,411,534,acetylcholine,FC1C_a
66561,102,147,357,624,acetylcholine,vDeltaI_b
66644,150,231,723,1224,acetylcholine,hDeltaJ
66695,555,544,2398,2376,glutamate,FB5D
66711,193,189,412,450,dopamine,KCab-s
66718,102,211,485,593,glutamate,FB6T
66750,163,207,510,958,acetylcholine,FC2C
66823,267,294,1134,1646,glutamate,FB1I
66841,116,78,1053,883,acetylcholine,PFNa
66864,115,246,247,951,acetylcholine,FS2
66977,343,327,1718,1269,glutamate,FB5G_a
67006,145,121,521,642,acetylcholine,FC1F
67019,131,75,616,525,acetylcholine,PFNa
67024,168,119,445,459,acetylcholine,FC1D
67047,102,140,429,652,acetylcholine,vDeltaG
67055,202,285,1246,2413,acetylcholine,hDeltaL
67167,208,338,1707,3722,acetylcholine,hDeltaA
67174,133,177,858,741,gaba,ER1_a
67241,364,403,2067,1634,glutamate,FB5Q
67250,187,115,542,535,acetylcholine,FC1B
67303,181,202,1154,1121,glutamate,FB8B
67361,158,258,627,1104,acetylcholine,FC2B
67397,181,236,632,572,glutamate,FB7M
67456,153,112,462,678,acetylcholine,FC1B
67598,171,128,483,440,acetylcholine,PFNp_c
67717,154,147,360,587,acetylcholine,FC1C_a
67741,163,311,767,1984,acetylcholine,FC2B
68039,123,77,514,451,acetylcholine,FC1B
68121,172,119,516,587,acetylcholine,FC1F
68196,220,233,709,698,glutamate,SAF
68225,303,252,902,836,glutamate,FB1F
68268,448,497,1977,2038,glutamate,FB4P_a
68271,157,302,638,1832,acetylcholine,FC2B
68360,46,128,150,286,acetylcholine,FS4A
68387,69,100,648,527,acetylcholine,IbSpsP
68391,92,207,470,581,glutamate,FB8F_b
68438,114,101,392,359,acetylcholine,PFNp_a
68502,164,238,534,1015,acetylcholine,FC2C
68579,166,259,535,980,acetylcholine,FC2C
68672,351,261,1591,1206,glutamate,FB4Q_c
68775,197,241,1503,2179,acetylcholine,hDeltaD
68834,112,218,263,840,acetylcholine,FS2
68841,188,235,1029,1330,glutamate,FB8C
68889,77,204,767,1297,acetylcholine,FR1
68917,141,272,863,847,glutamate,FB5B
69064,279,225,924,1717,serotonin,PFR_a
69106,164,134,396,381,acetylcholine,FC1E
69262,166,133,569,514,acetylcholine,PFNp_c
69315,129,128,368,464,acetylcholine,FC1C_b
69319,127,172,945,742,gaba,ER1_a
69343,160,270,832,862,glutamate,FB6Q
69454,94,91,1064,1041,gaba,ER3a_d
69515,94,84,999,854,acetylcholine,PFNd
69541,137,114,498,476,acetylcholine,PFNm_a
69599,146,96,367,315,acetylcholine,PFNp_e
69684,420,452,1946,1597,glutamate,FB5O
69704,217,316,1242,2666,acetylcholine,hDeltaI
69783,132,179,261,526,acetylcholine,FC
69923,129,95,387,567,acetylcholine,FC1F
69938,64,117,699,617,acetylcholine,IbSpsP
69954,196,297,1030,1959,acetylcholine,hDeltaC
70230,165,129,462,422,acetylcholine,PFNp_c
70279,241,191,975,610,glutamate,FB5W_a
70307,151,85,997,769,acetylcholine,PFNa
70329,145,214,709,979,acetylcholine,hDeltaJ
70378,212,175,480,437,dopamine,KCab-s
70533,129,86,888,881,acetylcholine,PFNa
70573,358,404,1856,1496,glutamate,FB5G_c
70621,106,186,255,458,acetylcholine,FS1A_a
70713,113,162,503,638,acetylcholine,vDeltaD
70716,100,158,305,544,acetylcholine,vDeltaI_b
70894,114,74,451,423,acetylcholine,PFNa
71015,135,136,377,435,acetylcholine,FC1E
71018,99,141,346,444,acetylcholine,vDeltaC
71042,82,149,394,657,acetylcholine,vDeltaI_a
71081,178,257,835,707,glutamate,FB5B
71154,103,119,418,501,acetylcholine,vDeltaB
71302,117,212,285,599,acetylcholine,FS1A_b
71363,135,217,247,691,acetylcholine,FS2
71397,170,138,414,518,acetylcholine,FC1C_b
71503,153,178,878,765,gaba,ER1_c
71612,95,190,189,453,acetylcholine,FS1B_a
71718,222,181,877,611,acetylcholine,FC3_b
71747,165,118,511,477,acetylcholine,PFNm_a
71752,122,73,371,212,acetylcholine,PFNp_a
71769,318,258,1126,806,glutamate,FB4R
71779,185,286,1228,2932,acetylcholine,hDeltaL
71855,173,280,746,1567,acetylcholine,FC2A
71959,79,140,189,496,acetylcholine,vDeltaJ
71991,55,104,621,567,acetylcholine,IbSpsP
72133,132,169,605,836,acetylcholine,vDeltaF
72143,165,120,563,431,acetylcholine,PFNp_c
72145,169,250,810,573,glutamate,FB7C
72390,143,124,420,447,acetylcholine,FC1E
72430,337,380,1053,995,glutamate,FB2C
72472,131,90,424,459,acetylcholine,PFNm_b
72491,143,175,943,698,gaba,ER1_c
72669,165,116,552,448,acetylcholine,PFNp_e
72824,88,90,1132,1027,gaba,ER3a_a
72892,152,293,836,1008,glutamate,FB5B
72902,146,131,396,451,acetylcholine,FC1E
72957,151,220,719,1046,acetylcholine,hDeltaJ
73110,216,232,991,1156,glutamate,FB6J
73112,200,164,920,475,glutamate,FB8E
73114,164,136,470,511,acetylcholine,PFNp_c
73244,147,122,444,385,acetylcholine,FC1C_b
73285,92,97,367,302,acetylcholine,vDeltaB
73312,83,183,172,468,acetylcholine,FS1A_c
73758,248,359,1168,1453,glutamate,FB5J
73853,201,303,1163,2594,acetylcholine,hDeltaI
73908,108,136,422,474,acetylcholine,vDeltaH
74326,154,292,575,1399,acetylcholine,FC2B
74349,250,196,584,572,acetylcholine,FC3_c
74363,429,431,1929,1482,acetylcholine,aIPg1
74366,175,135,596,582,acetylcholine,PFNp_c
74439,86,181,171,583,acetylcholine,FS1A_c
74480,124,199,379,813,acetylcholine,FC2C
74666,173,274,1640,3555,acetylcholine,hDeltaE
74669,175,218,640,672,glutamate,FB7F
74836,130,91,1055,893,acetylcholine,PFNa
74917,230,197,522,1259,serotonin,PFR_a
74988,122,100,334,319,acetylcholine,PFNp_e
74990,353,272,940,947,glutamate,FB1B
75125,267,249,1347,914,glutamate,FB8G
75141,98,142,390,560,acetylcholine,vDeltaG
75148,190,161,743,613,acetylcholine,CB1541
75558,159,118,644,698,acetylcholine,FC1A
75581,213,134,537,502,acetylcholine,FC1B
75598,113,84,594,673,acetylcholine,PFNa
75614,493,477,2112,1808,glutamate,FB5E
75651,107,68,482,470,acetylcholine,PFNa
75669,98,151,351,634,acetylcholine,vDeltaD
75688,162,220,731,1108,acetylcholine,hDeltaJ
75724,175,158,590,648,acetylcholine,PFNm_a
75781,126,153,489,754,acetylcholine,vDeltaD
75789,398,386,1168,1000,glutamate,FB2C
75819,13,51,113,506,acetylcholine,TuBu10
76194,144,138,2529,2310,acetylcholine,PEN_a(PEN1)
76200,201,270,836,1007,glutamate,FB7E
76412,352,393,2912,2166,glutamate,FB5K
76492,147,109,389,331,acetylcholine,PFNp_c
76506,122,176,554,679,acetylcholine,vDeltaI_a
76585,179,231,951,688,glutamate,MBON25-like
76845,143,125,378,490,acetylcholine,FC1C_b
76931,101,169,1191,944,acetylcholine,PFL1
76941,144,229,277,773,acetylcholine,FS2
77025,125,190,260,612,acetylcholine,FS3_c
77090,171,322,1249,2674,acetylcholine,hDeltaM
77211,174,129,538,535,acetylcholine,PFNm_a
77246,101,184,268,511,acetylcholine,FS1A_a
77285,120,73,650,628,acetylcholine,PFNa
77311,367,302,2601,1152,glutamate,FB2F_a
77360,123,112,923,931,acetylcholine,PFNd
77482,229,227,1195,1095,glutamate,ATL035
77770,149,144,381,479,acetylcholine,FC1E
77801,139,107,468,449,acetylcholine,PFNm_a
77821,65,87,248,410,acetylcholine,vDeltaK
77864,94,110,375,465,acetylcholine,vDeltaC
77911,295,240,982,974,acetylcholine,FC3_a
78121,143,108,373,369,acetylcholine,PFNp_c
78294,256,289,1267,960,glutamate,FB5Z
78331,337,315,1146,817,glutamate,FB2L
78549,223,150,644,441,acetylcholine,FC3_b
78577,248,232,1046,594,glutamate,FB5G_b
78718,133,123,376,469,acetylcholine,FC1E
79038,141,135,309,295,dopamine,KCab-c
79146,127,177,476,857,acetylcholine,vDeltaE
79204,145,234,481,1039,acetylcholine,FC2C
79273,260,332,1427,1480,glutamate,FB5X
79427,292,277,1556,1071,glutamate,FB7I
79549,221,333,1907,2224,acetylcholine,PFL3
79615,216,256,1312,1549,acetylcholine,PFR_b
79639,169,134,590,641,acetylcholine,PFNm_a
79788,90,122,278,465,acetylcholine,vDeltaJ
79839,171,272,668,1599,acetylcholine,hDeltaI
79948,201,282,866,954,glutamate,FB7E
80130,186,333,987,1988,acetylcholine,hDeltaC
80388,148,88,446,274,acetylcholine,PFNp_e
80415,206,313,831,1300,glutamate,FB4A_b
80453,105,97,1035,796,acetylcholine,PFNd
80474,378,319,1980,921,glutamate,FB2G_b
80549,270,270,1507,1517,glutamate,FB7H
80750,170,242,788,1326,acetylcholine,hDeltaJ
80867,124,168,988,717,gaba,ER1_a
80871,102,164,404,664,acetylcholine,vDeltaC
81159,149,191,1181,1380,acetylcholine,PEG
81176,157,132,399,473,acetylcholine,FC1C_a
81247,111,166,365,517,acetylcholine,vDeltaI_b
81334,157,217,955,1161,glutamate,FB8C
81417,61,98,211,533,acetylcholine,vDeltaK
81432,115,75,670,597,acetylcholine,PFNa
81527,106,161,302,532,acetylcholine,vDeltaI_b
81605,117,127,418,518,acetylcholine,vDeltaC
81910,101,163,467,783,acetylcholine,vDeltaE
82111,300,263,1501,1022,glutamate,FB8G
82222,388,387,1666,2877,acetylcholine,AVLP025
82236,166,227,411,674,acetylcholine,FC
82261,263,274,1568,1294,glutamate,FB5X
82293,143,264,628,1502,acetylcholine,FC2B
82342,231,245,1237,794,glutamate,FB4E_c
82613,184,293,1023,2409,acetylcholine,hDeltaI
82637,158,142,411,486,acetylcholine,FC1C_b
82772,125,76,622,531,acetylcholine,PFNa
82884,223,167,790,591,acetylcholine,FC3_a
83070,288,299,1039,1172,glutamate,FB5V_b
83319,303,313,1627,1002,glutamate,FB5G_a
83388,235,330,972,1050,glutamate,FB7E
83473,88,86,358,242,acetylcholine,vDeltaB
83478,166,127,494,531,acetylcholine,PFNp_c
83510,104,122,353,357,acetylcholine,vDeltaB
83709,143,195,778,918,glutamate,FB7D_a
83804,154,118,614,557,acetylcholine,FC1A
83827,361,143,1082,265,glutamate,FB2F_c
84064,170,113,520,475,acetylcholine,PFNp_c
84121,286,366,1583,1718,glutamate,SMP122
84203,307,219,906,708,glutamate,FB1F
84217,359,366,1652,1370,glutamate,FB5X
84256,122,183,535,802,acetylcholine,vDeltaH
84296,310,224,948,667,unclear,FB3C
84305,357,274,2153,959,glutamate,FB4Q_c
84617,118,80,362,291,acetylcholine,PFNp_a
84661,280,265,1553,1089,glutamate,FB7I
84708,132,126,313,513,acetylcholine,FC1C_b
84758,310,372,2828,4956,acetylcholine,EPG
84766,144,247,964,1437,glutamate,FB7J
84836,245,264,943,924,glutamate,FB5V_b
84873,128,231,648,1137,acetylcholine,hDeltaJ
85234,107,115,365,446,acetylcholine,vDeltaB
85331,82,87,279,302,acetylcholine,vDeltaB
85400,183,292,812,1893,acetylcholine,FC2B
85456,79,101,337,351,acetylcholine,vDeltaB
85527,64,243,922,1699,unclear,FR1
85745,133,108,393,296,acetylcholine,FC3_b
86000,94,131,415,645,acetylcholine,vDeltaC
86425,248,251,772,822,glutamate,FB5V_b
86722,94,193,218,495,acetylcholine,FS1A_a
87077,160,421,910,1042,glutamate,MBON25
87121,277,363,1591,1710,glutamate,FB5X
87610,115,128,260,467,acetylcholine,FC1C_a
87630,161,288,708,1648,acetylcholine,FC2B
87815,261,192,733,728,acetylcholine,FC3_c
88014,253,197,723,1239,serotonin,PFR_a
88192,175,169,471,442,dopamine,KCab-c
88289,107,180,209,550,acetylcholine,FS3_a
88342,299,375,2524,4354,acetylcholine,EPG
88378,97,139,205,297,acetylcholine,FS1B_b
88578,97,150,482,631,acetylcholine,vDeltaI_a
88730,122,137,261,387,acetylcholine,FS3_a
88795,209,140,563,587,acetylcholine,FC1F
88904,210,275,1639,3643,acetylcholine,hDeltaE
89048,130,142,254,455,acetylcholine,FS3_a
89155,340,303,1478,1339,glutamate,FB7G
89191,333,305,1532,1135,glutamate,FB4D_b
89221,104,130,272,280,acetylcholine,FS4C
89635,182,293,750,1776,acetylcholine,FC2B
89657,132,133,271,473,acetylcholine,FC1C_a
89729,12,57,96,634,acetylcholine,TuBu09
89937,233,231,956,637,glutamate,FB5G_b
90155,168,122,503,414,acetylcholine,FC1D
90194,93,162,274,535,acetylcholine,vDeltaI_b
90201,98,134,374,519,acetylcholine,vDeltaH
90331,141,135,325,452,acetylcholine,FC1C_a
90386,53,87,172,385,unclear,vDeltaL
90497,225,141,738,416,acetylcholine,FC3_a
90574,250,211,561,1170,serotonin,PFR_a
90587,123,130,413,336,glutamate,SAF
90634,166,221,704,1145,acetylcholine,hDeltaJ
90638,93,97,390,243,glutamate,SAF
90697,159,217,904,1133,glutamate,FB8C
90896,303,184,1084,625,glutamate,FB5W_a
90924,100,121,371,505,acetylcholine,vDeltaC
91004,160,239,734,1329,acetylcholine,hDeltaJ
91269,109,126,414,599,acetylcholine,vDeltaD
91360,110,209,281,638,acetylcholine,FS2
91507,244,292,1168,978,glutamate,FB5Z
91537,143,206,410,751,acetylcholine,FC2C
91633,269,366,767,1026,glutamate,FB2K
91780,116,199,188,723,acetylcholine,FS2
91820,115,181,233,527,acetylcholine,FS1A_c
91835,101,156,558,669,glutamate,FB7D_b
91870,100,150,281,591,unclear,vDeltaI_b
92081,226,231,1020,699,glutamate,FB6R
92112,180,191,826,788,glutamate,MBON34
92115,162,159,428,447,glutamate,SA3
92188,319,363,2461,4297,acetylcholine,EPG
92208,103,143,241,332,acetylcholine,FS1B_b
92330,181,277,671,1726,acetylcholine,hDeltaI
92417,97,130,254,462,acetylcholine,vDeltaJ
92446,86,168,178,476,acetylcholine,FS1A_c
92514,170,108,613,532,acetylcholine,FC1A
92517,107,165,221,446,acetylcholine,FS1B_a
92564,182,173,888,535,glutamate,FB8E
92576,239,243,1353,964,glutamate,FB8G
92611,150,107,584,539,acetylcholine,FC1A
92664,162,109,689,682,acetylcholine,FC1A
92683,165,224,614,847,glutamate,FB4A_a
92734,294,309,1488,1010,glutamate,FB5G_a
92797,87,72,269,173,acetylcholine,vDeltaA_b
93067,200,220,1102,771,glutamate,FB4E_c
93186,159,109,417,339,acetylcholine,PFNp_c
93284,136,147,489,739,acetylcholine,vDeltaD
93348,277,138,1553,667,glutamate,FB1E_a
93538,106,179,238,511,acetylcholine,FS1B_a
93886,149,222,245,712,acetylcholine,FS2
94100,171,124,522,658,acetylcholine,FC1F
94152,77,135,221,423,acetylcholine,vDeltaI_b
94332,87,104,337,380,acetylcholine,vDeltaB
94391,68,60,693,369,glutamate,P6-8P9
94433,67,204,797,1565,unclear,FR1
94487,101,103,671,475,acetylcholine,IbSpsP
94528,324,255,1276,1225,glutamate,FB4Q_b
94739,219,285,947,1080,glutamate,FB7E
94805,164,121,577,480,acetylcholine,FC1D
94980,60,68,633,372,acetylcholine,IbSpsP
95015,94,133,355,541,acetylcholine,vDeltaI_b
95025,196,240,874,917,glutamate,FB4E_b
95207,93,150,213,370,acetylcholine,FS1B_b
95377,94,232,221,710,acetylcholine,FS1A_b
95674,83,87,224,289,acetylcholine,LHPV6f1
95713,139,260,578,1117,acetylcholine,FC2C
95935,128,161,445,827,glutamate,FB4Z_c
96000,75,68,285,202,acetylcholine,vDeltaA_b
96115,181,224,474,645,glutamate,FB6S
96116,95,137,242,296,acetylcholine,FS4C
96270,220,325,684,808,glutamate,FB2K
96384,177,302,728,1598,acetylcholine,FC2B
96745,323,254,1516,1070,glutamate,FB6U
97083,114,81,637,634,acetylcholine,PFNa
97092,85,126,167,293,acetylcholine,FS3_b
97122,174,281,585,684,glutamate,FB2K
97443,158,277,626,1652,acetylcholine,FC2B
97510,156,173,743,641,glutamate,CB1287
97512,92,112,588,657,acetylcholine,IbSpsP
97523,207,336,675,994,glutamate,FB2K
97590,255,213,912,568,glutamate,FB2L
97678,138,70,874,649,acetylcholine,PFNv
97946,100,164,327,623,acetylcholine,vDeltaI_b
98136,203,348,713,1001,glutamate,FB2K
98337,115,68,644,432,acetylcholine,PFNa
98374,57,72,233,308,unclear,vDeltaM
98391,114,76,522,448,acetylcholine,PFNa
98430,138,87,363,264,acetylcholine,PFNp_e
98457,103,121,361,583,acetylcholine,vDeltaC
98471,126,80,353,245,acetylcholine,PFNp_a
98544,57,221,823,1476,unclear,FR1
98874,112,93,1395,1294,acetylcholine,PFNd
99028,301,225,1797,727,glutamate,FB2J_a
99284,108,159,234,448,acetylcholine,FS3_a
99299,317,381,981,1186,glutamate,FB2C
99346,212,309,685,706,glutamate,FB2K
99513,132,215,719,1016,glutamate,FB7D_a
99693,50,101,174,474,unclear,vDeltaK
99820,158,267,735,1496,acetylcholine,FC2B
99942,91,90,249,201,acetylcholine,PFNp_a
100217,270,251,827,689,unclear,FB3C
100304,210,245,1062,960,glutamate,FB4E_a
100451,123,124,373,305,glutamate,SAF
100513,101,191,303,588,glutamate,SA2_a
100586,175,203,600,650,glutamate,FB4A_a
100809,89,96,1026,1116,acetylcholine,PEG
100824,66,86,227,344,acetylcholine,vDeltaK
101011,166,246,569,1209,acetylcholine,FC2C
101052,184,211,755,591,glutamate,FB4E_b
101125,147,119,522,523,acetylcholine,PFNm_a
101212,92,199,189,559,acetylcholine,FS1A_c
101406,93,169,462,485,glutamate,FB9A
101508,243,155,657,459,glutamate,FB1B
101515,149,215,631,623,glutamate,FB7F
101552,131,182,568,823,acetylcholine,vDeltaF
101754,96,121,219,259,acetylcholine,FS1B_b
101791,157,89,427,270,acetylcholine,PFNp_e
101821,99,186,177,513,acetylcholine,FS2
101898,129,76,602,585,acetylcholine,PFNa
101916,123,138,599,407,gaba,VES024_a
102209,132,67,628,531,acetylcholine,PFNa
102316,272,284,1100,755,glutamate,FB3D
102359,82,99,243,382,acetylcholine,vDeltaK
102416,66,98,195,339,acetylcholine,vDeltaK
102438,123,189,649,1033,glutamate,FB7D_b
102689,171,87,1575,1294,acetylcholine,PFNv
102878,144,228,527,746,glutamate,FB8I
102956,116,200,663,1091,glutamate,FB7D_a
103107,181,154,550,432,glutamate,SA3
103306,395,312,1811,940,glutamate,FB2F_d
103466,188,293,648,1309,acetylcholine,FC2B
103482,180,120,519,642,acetylcholine,FC1F
103526,104,226,224,599,acetylcholine,FS1A_c
103598,97,135,233,310,acetylcholine,FS1B_b
104007,118,194,490,964,glutamate,FB5S
104220,57,180,674,1279,unclear,FR1
104306,85,82,1025,796,gaba,ER3a_a
104316,132,110,387,308,glutamate,SA3
104389,61,102,146,273,acetylcholine,FS4B
104473,113,81,266,191,unclear,PFNp_b
104593,408,176,1251,386,glutamate,FB2F_c
104985,394,290,2255,1372,glutamate,FB6N
105012,107,137,250,382,glutamate,SA2_b
105072,101,127,360,519,acetylcholine,vDeltaC
105078,100,173,579,898,glutamate,FB6J
105369,73,102,180,231,acetylcholine,FS4C
105406,107,188,544,879,acetylcholine,vDeltaI_a
105436,165,213,907,817,glutamate,FB5V_a
105582,89,172,317,562,glutamate,SA2_a
105664,114,175,240,421,acetylcholine,FS1A_c
105775,189,243,882,888,glutamate,FB4E_a
105904,179,283,586,777,glutamate,FB2K
106016,81,79,345,268,acetylcholine,vDeltaA_b
106292,144,105,460,396,acetylcholine,FC1D
106414,320,241,1111,912,glutamate,FB7G
106494,95,114,198,360,acetylcholine,FS4A
106495,191,295,687,1459,acetylcholine,FC2B
106555,112,128,338,466,acetylcholine,vDeltaJ
106593,133,298,814,1093,glutamate,FB5V_c
106856,134,196,379,557,acetylcholine,FS1A_b
107195,271,378,2139,3897,acetylcholine,EPG
107492,101,156,215,432,acetylcholine,FS1B_a
107497,149,103,446,344,acetylcholine,PFNp_e
107521,201,163,551,436,acetylcholine,FC3_b
107571,139,113,459,519,acetylcholine,PFNm_b
107690,174,292,619,1348,acetylcholine,FC2B
108042,112,86,285,230,acetylcholine,PFNp_b
108286,157,252,513,1099,acetylcholine,FC2C
108332,109,75,337,248,acetylcholine,PFNp_a
108415,176,241,708,1186,acetylcholine,hDeltaJ
108478,134,304,1138,1690,acetylcholine,PFL3
108566,136,134,362,392,glutamate,SA3
108585,155,200,482,706,glutamate,FB8I
108643,142,138,410,488,acetylcholine,FC1E
108738,87,136,489,669,acetylcholine,vDeltaI_a
108860,263,327,1208,1349,glutamate,FB5V_a
109669,183,327,571,834,glutamate,FB2K
109752,154,214,583,987,acetylcholine,FC2C
109806,124,80,504,440,acetylcholine,PFNm_b
109866,189,337,879,2227,acetylcholine,hDeltaC
110007,178,238,643,593,glutamate,FB7C
110276,94,66,183,151,acetylcholine,PFNp_b
110323,155,131,456,672,acetylcholine,FC1B
110382,95,230,367,951,glutamate,SA2_a
110439,178,118,457,391,acetylcholine,PFNp_c
110451,112,160,553,812,glutamate,FB7D_b
110756,133,178,493,815,acetylcholine,vDeltaF
111108,103,59,438,516,acetylcholine,PFNa
111244,206,143,523,595,acetylcholine,FC1F
111460,110,133,202,352,acetylcholine,FS3_c
111593,57,86,159,293,unclear,vDeltaK
111693,68,90,208,331,unclear,vDeltaL
111837,81,72,273,303,acetylcholine,vDeltaM
112039,85,64,173,157,unclear,PFNp_a
112156,142,241,648,671,glutamate,FB8F_a
112250,175,144,598,546,acetylcholine,PFNp_c
112339,98,167,255,332,acetylcholine,FS1A_a
112377,104,78,239,221,unclear,PFNp_b
112402,83,80,243,295,acetylcholine,vDeltaM
112466,215,302,605,733,glutamate,FB2C
112530,126,158,517,800,acetylcholine,vDeltaE
112562,74,76,266,366,acetylcholine,vDeltaK
