bodyId,out_degree,in_degree,total_output_weight,total_input_weight,predictedNt,type
25939,48,156,4513,2072,unclear,GLNO
25948,276,247,1565,1249,glutamate,FB7L
25955,241,540,936,2180,acetylcholine,CB3433
25982,76,86,950,1112,acetylcholine,PFNd
26038,147,338,1109,2578,acetylcholine,PFL3
26064,27,119,234,746,serotonin,hDeltaK
26065,358,275,1518,952,glutamate,FB4R
26136,202,195,1851,1329,gaba,ER2_b
26242,49,124,391,810,serotonin,hDeltaK
26255,248,304,1190,1366,acetylcholine,VES204m
26287,687,771,4826,5309,glutamate,FB4C
26295,149,114,1455,1223,gaba,ER3m
26316,333,354,1207,969,gaba,FB3E
26343,293,435,1250,1485,acetylcholine,CL062_b3
26417,179,122,1618,1788,acetylcholine,PEN_b(PEN2)
26429,33,117,375,683,serotonin,hDeltaK
26439,265,276,2105,4907,acetylcholine,hDeltaF
26443,98,97,1077,1246,acetylcholine,PEG
26488,156,327,1337,2072,acetylcholine,PFL3
26544,353,329,1816,1247,acetylcholine,AVLP306
26665,426,519,4974,3278,glutamate,FB4H
26666,405,356,1452,1310,glutamate,FB5N
26673,115,111,1364,1176,gaba,ER3w_b
26718,243,316,1352,1109,glutamate,FB4F_c
26739,126,105,1460,1326,acetylcholine,PFNd
26794,383,353,2081,947,glutamate,FB2F_b
26798,146,184,1116,907,gaba,ER1_a
26841,104,93,1192,1402,gaba,ER3a_a
26843,117,111,1350,1145,gaba,ER3w_b
26913,84,83,1128,1210,acetylcholine,PFNd
26939,153,107,1444,1280,gaba,ER3m
26962,193,226,936,1352,acetylcholine,hDeltaJ
27013,148,112,1346,1151,gaba,ER3m
27037,209,458,888,2136,acetylcholine,AVLP178
27043,122,125,1558,1227,gaba,ER3w_c
27052,125,96,1464,1335,gaba,ER3d_d
27106,35,139,313,902,serotonin,hDeltaK
27109,235,147,3028,2453,acetylcholine,hDeltaB
27119,329,351,1773,1300,glutamate,FB4I
27133,43,126,388,828,serotonin,hDeltaK
27179,134,84,1270,1184,acetylcholine,PFNv
27191,165,84,1584,1282,acetylcholine,PFNv
27195,210,353,1689,3180,acetylcholine,hDeltaM
27210,291,311,1514,1299,glutamate,FB4D_a
27213,127,89,1764,1672,acetylcholine,PFNd
27246,119,91,1375,1346,gaba,ER3d_d
27269,136,113,1511,1401,gaba,ER3d_c
27296,126,131,1507,1822,acetylcholine,PEN_a(PEN1)
27326,189,229,893,1417,acetylcholine,hDeltaJ
27348,124,108,1258,1302,gaba,ER3m
27422,424,398,2118,1557,glutamate,FB5Y_a
27425,38,136,347,844,serotonin,hDeltaK
27430,481,461,2150,2424,glutamate,FB6U
27454,129,105,1416,1373,gaba,ER3d_c
27460,114,99,1433,1360,acetylcholine,PFNd
27492,142,327,981,2487,acetylcholine,PFL2
27502,147,121,426,448,acetylcholine,FC1E
27618,109,87,1512,1378,acetylcholine,PFNd
27655,149,212,655,1005,acetylcholine,hDeltaJ
27698,385,366,1953,2191,unclear,FB7B
27736,528,268,2260,871,glutamate,FB2H_a
27761,322,343,1193,919,glutamate,FB2L
27770,112,104,1381,1080,gaba,ER3w_b
27806,135,82,1415,1027,gaba,ER3p_a
27850,118,110,1445,1023,gaba,ER3w_b
27864,369,258,2090,804,glutamate,FB2J_c
27903,118,93,1307,1225,gaba,ER3d_d
27926,179,240,947,1406,acetylcholine,hDeltaJ
27985,172,120,547,443,acetylcholine,PFNp_c
28074,130,220,534,1061,acetylcholine,hDeltaJ
28146,314,255,927,1850,serotonin,PFR_a
28190,136,70,1523,1143,acetylcholine,PFNv
28248,144,277,999,1983,serotonin,PFGs
28254,126,75,1103,1174,acetylcholine,PFNv
28258,189,314,1541,3254,acetylcholine,hDeltaG
28286,503,264,2223,1013,glutamate,FB4O
28339,149,136,2446,2073,gaba,ER4d
28346,241,150,1176,927,glutamate,FB1E_b
28364,440,472,4376,3438,glutamate,FB5I
28418,214,297,1806,3476,acetylcholine,hDeltaL
28421,208,193,913,623,glutamate,FB8H
28430,109,89,1195,1176,gaba,ER3m
28468,226,218,1190,1097,glutamate,FB8H
28559,161,85,1619,1166,acetylcholine,PFNv
28582,195,291,1542,4001,acetylcholine,hDeltaE
28619,387,239,1662,900,glutamate,FB2E
28627,140,106,1385,1281,gaba,ER3m
28675,126,378,548,1663,gaba,CRE044
28701,144,92,1185,1043,gaba,ER3d_b
28709,197,213,831,849,glutamate,SAD047
28767,102,260,833,1783,serotonin,PFGs
28782,30,133,271,787,serotonin,hDeltaK
28791,165,105,1445,1551,acetylcholine,PEN_b(PEN2)
29016,274,200,789,632,glutamate,FB1B
29043,368,312,1693,789,acetylcholine,pC1_7a
29044,136,94,1172,1001,acetylcholine,PFNa
29046,125,92,1358,1392,gaba,ER3d_b
29111,255,156,1297,780,glutamate,FB1E_b
29135,156,116,1254,1551,acetylcholine,PEN_b(PEN2)
29152,363,307,2662,1314,glutamate,FB4Q_a
29177,116,76,1214,1324,gaba,ER3d_b
29214,169,219,1328,966,acetylcholine,pC1_14a
29261,107,92,965,889,acetylcholine,PFNd
29270,265,187,887,631,glutamate,FB1A
29291,353,309,1935,947,glutamate,FB2M_b
29403,126,70,818,751,acetylcholine,PFNa
29493,158,89,1718,1364,acetylcholine,PFNv
29537,430,285,2493,2337,unclear,FB2B_a
29545,109,107,1423,1040,gaba,ER3w_b
29582,429,533,1817,2012,glutamate,FB5C
29648,31,132,268,791,serotonin,hDeltaK
29674,159,335,770,2337,acetylcholine,FC2A
29701,176,229,916,1354,acetylcholine,hDeltaJ
29711,129,141,1121,1095,gaba,ER3a_b
29713,314,353,1390,2809,octopamine,EL
29791,129,71,1203,994,gaba,ER3d_b
29836,162,328,1347,2654,acetylcholine,PFL3
29842,108,90,1237,1288,gaba,ER3m
29973,301,454,1270,1612,acetylcholine,CL208
29978,271,204,1565,898,glutamate,FB7L
30068,198,330,1596,4323,acetylcholine,hDeltaA
30122,288,272,2103,4700,acetylcholine,hDeltaF
30171,109,99,1198,990,gaba,ER3a_a
30178,131,82,1362,1157,gaba,ER3d_b
30181,239,270,1362,1648,acetylcholine,PFR_b
30190,87,163,500,872,acetylcholine,vDeltaI_a
30206,118,70,1993,1201,gaba,ER5
30225,424,398,2075,1568,glutamate,FB5Y_b
30234,110,100,1612,1360,acetylcholine,PFNd
30256,247,156,1278,609,glutamate,FB1E_a
30264,218,192,1366,777,glutamate,FB8H
30310,179,117,1563,1642,acetylcholine,PEN_b(PEN2)
30313,138,68,1504,1225,acetylcholine,PFNv
30329,184,351,1366,3011,acetylcholine,hDeltaM
30341,214,199,1394,1050,glutamate,FB8B
30371,184,246,967,1054,gaba,ER1_a
30405,335,246,1057,762,gaba,FB3C
30443,137,171,999,1087,gaba,ER3a_c
30522,123,91,1211,1083,gaba,ER3d_b
30541,531,513,3169,2813,glutamate,FB2D
30592,121,81,1305,1287,gaba,ER3d_b
30602,273,234,1247,696,glutamate,FB8H
30653,103,285,814,2015,serotonin,PFGs
30674,135,103,1413,1342,gaba,ER3d_b
30773,407,196,1643,906,glutamate,FB2E
30781,98,91,1387,1433,acetylcholine,PFNd
30805,169,289,1607,3352,acetylcholine,hDeltaL
30807,142,110,1268,1517,acetylcholine,PEN_b(PEN2)
30860,382,218,1459,1015,glutamate,FB2I_a
30927,414,444,1865,1662,glutamate,FB4P_a
30968,110,94,1571,1469,acetylcholine,PFNd
31022,303,296,1631,1143,glutamate,FB6U
31051,124,91,1109,1085,gaba,ER3m
31073,342,316,1813,893,glutamate,FB2F_b
31088,117,82,1444,987,gaba,ER3p_a
31121,182,194,1008,982,gaba,ER3a_c
31263,110,77,1350,1256,gaba,ER3d_b
31336,302,227,991,1063,glutamate,FB2I_a
31499,238,194,789,752,acetylcholine,FC3_c
31541,127,102,1395,1298,gaba,ER3d_d
31585,159,250,1077,1517,glutamate,FB7J
31627,206,276,1065,1672,acetylcholine,PFR_b
31656,226,136,2866,2196,acetylcholine,hDeltaB
31681,168,240,982,947,gaba,ER1_a
31684,143,106,1559,1486,gaba,ER3d_a
31713,61,78,249,322,unclear,vDeltaM
31715,211,266,1688,3517,acetylcholine,hDeltaE
31735,144,175,1048,868,gaba,ER1_a
31756,123,99,1467,1447,acetylcholine,PFNd
31786,229,265,1398,1534,acetylcholine,PFR_b
31860,317,363,1413,1395,unclear,FB6K
31911,335,343,1561,1263,glutamate,FB4F_c
31970,104,110,1137,945,gaba,ER3a_d
32051,235,253,1913,2640,acetylcholine,hDeltaD
32055,493,276,2201,877,glutamate,FB2H_a
32122,198,304,942,1969,acetylcholine,hDeltaC
32258,178,120,1488,1798,acetylcholine,PEN_b(PEN2)
32300,139,87,1137,958,acetylcholine,PFNa
32315,150,178,1088,846,gaba,ER1_a
32338,103,109,669,498,acetylcholine,IbSpsP
32393,87,154,736,842,acetylcholine,IbSpsP
32432,194,327,1065,2123,acetylcholine,hDeltaC
32451,267,223,784,1503,serotonin,PFR_a
32520,96,70,578,664,acetylcholine,PFNa
32571,285,213,1512,606,glutamate,FB1E_a
32675,235,138,2802,2156,acetylcholine,hDeltaB
32699,378,220,2028,714,glutamate,FB2J_b
32718,230,146,2844,2279,acetylcholine,hDeltaB
32743,271,304,999,1103,glutamate,FB5V_b
32805,444,275,2600,2263,unclear,FB2B_a
32810,509,272,2398,894,glutamate,FB2I_b
32976,226,300,1215,1005,glutamate,FB7E
33033,295,422,1027,1964,glutamate,SIP119m
33075,382,335,2977,2128,glutamate,LAL008
33125,360,312,2034,924,glutamate,FB2G_a
33191,219,302,970,1270,glutamate,FB4A_b
33204,248,129,1286,544,glutamate,FB1E_a
33293,261,214,702,1564,serotonin,PFR_a
33298,234,267,1249,1348,acetylcholine,PFR_b
33307,131,82,1010,1106,acetylcholine,PFNv
33325,108,101,1333,1320,acetylcholine,PFNd
33356,167,273,705,1732,acetylcholine,FC2B
33382,178,312,780,2268,acetylcholine,FC2A
33410,174,318,995,2178,acetylcholine,hDeltaC
33552,255,216,689,1367,serotonin,PFR_a
33589,132,80,1241,1146,gaba,ER3d_b
33598,250,258,1365,1430,acetylcholine,PFR_b
33911,101,103,1003,779,gaba,ER3a_b
33919,263,351,1680,1512,glutamate,FB5X
34011,416,337,1635,1641,glutamate,FB2B_b
34019,136,131,406,395,acetylcholine,FC1D
34038,118,79,1303,1273,gaba,ER3d_b
34085,144,73,1109,1003,acetylcholine,PFNa
34106,266,232,706,606,gaba,FB3C
34188,332,345,1639,4229,octopamine,EL
34203,154,232,682,1295,acetylcholine,FC2B
34226,108,92,1431,1263,acetylcholine,PFNd
34239,73,102,1081,1054,gaba,ER3a_a
34392,66,133,622,1009,glutamate,SpsP
34607,182,188,1778,1034,gaba,ER4d
34610,225,327,922,1468,acetylcholine,SMP713m
34652,144,170,1018,915,gaba,ER1_b
34737,102,112,1133,834,gaba,ER3a_b
34750,219,253,1701,2450,acetylcholine,hDeltaD
34802,151,105,592,744,acetylcholine,FC1B
34900,201,385,2981,3533,glutamate,LCNOp
34909,458,532,1844,2348,glutamate,FB4P_a
34922,118,121,1012,913,gaba,ER3a_b
34924,226,133,2830,2212,acetylcholine,hDeltaB
34949,138,124,1559,1695,acetylcholine,PEN_a(PEN1)
34972,211,197,1319,1038,glutamate,FB8B
35013,154,142,669,703,acetylcholine,PFNm_b
35018,138,86,613,652,acetylcholine,FC1B
35088,277,271,680,663,gaba,FB3C
35129,421,295,2468,1114,glutamate,FB2F_a
35267,365,361,2380,1308,glutamate,FB2M_b
35277,185,319,705,2053,acetylcholine,FC2B
35293,517,492,1538,2402,dopamine,FB2A
35322,164,325,1322,2116,acetylcholine,PFL3
35324,168,132,1488,1190,glutamate,Delta7
35422,212,151,836,383,glutamate,FB8H
35429,162,234,740,1230,acetylcholine,hDeltaJ
35450,401,301,1962,1376,glutamate,FB4J
35461,127,95,1801,1547,acetylcholine,PFNd
35545,91,81,1120,960,gaba,ER3a_a
35588,69,98,705,681,glutamate,SpsP
35641,134,111,1574,1448,gaba,ER3d_c
35738,155,102,561,570,acetylcholine,FC1B
35743,129,126,1650,1574,acetylcholine,PEN_a(PEN1)
35794,108,92,1044,924,acetylcholine,PFNd
35865,103,76,469,481,acetylcholine,PFNa
35912,146,276,833,2004,serotonin,PFGs
35978,139,191,964,875,gaba,ER1_b
36059,38,159,349,1021,serotonin,hDeltaK
36201,175,303,990,2005,acetylcholine,FC2A
36205,136,210,553,935,acetylcholine,hDeltaJ
36227,183,136,748,774,acetylcholine,FC1A
36235,127,153,945,715,gaba,ER1_c
36327,94,82,1115,905,gaba,ER3a_a
36384,142,171,854,810,gaba,ER1_b
36423,395,436,1034,2153,dopamine,FB4L
36454,133,78,899,902,acetylcholine,PFNa
36470,384,282,1833,1247,glutamate,FB4J
36524,200,202,2084,1577,gaba,ER2_a
36730,150,162,825,852,gaba,ER1_b
36785,342,404,1772,1753,glutamate,FB5X
36928,96,106,1021,856,gaba,ER3a_b
37003,395,314,1931,885,glutamate,FB2F_d
37004,139,135,333,512,acetylcholine,FC1C_a
37058,144,154,894,829,gaba,ER1_b
37105,142,173,954,953,gaba,ER1_b
37142,134,124,1457,1480,acetylcholine,PEN_a(PEN1)
37437,164,123,1433,1496,gaba,ER3d_e
37540,187,284,1117,720,glutamate,FB6Y
37640,306,242,1977,759,glutamate,FB2J_a
37700,248,312,760,1417,glutamate,SIP146m
37710,93,127,492,655,acetylcholine,IbSpsP
37751,116,103,1336,1347,acetylcholine,PFNd
37758,146,126,1526,1490,gaba,ER3d_a
37817,171,134,1717,1494,gaba,ER3d_e
38001,82,90,1185,890,gaba,ER3a_d
38084,192,140,1485,1366,gaba,ER3m
38182,357,341,3212,1455,glutamate,FB4P_b
38268,151,179,1053,936,gaba,ER1_b
38306,147,118,1519,1455,gaba,ER3d_a
38334,123,106,1581,1375,acetylcholine,PFNd
38454,356,427,1170,1667,gaba,AVLP462
38526,402,370,1834,1268,glutamate,FB4F_a
38706,499,336,2034,2860,dopamine,ExR2
38832,164,131,518,459,acetylcholine,FC3_c
38835,74,240,771,1857,unclear,FR1
39091,451,513,1783,2040,glutamate,FB4P_a
39095,137,172,987,829,gaba,ER1_a
39233,372,351,1746,1421,glutamate,FB7L
39333,217,317,783,1478,glutamate,SIP143m
39385,211,329,1039,1933,acetylcholine,hDeltaC
39413,92,112,1015,1211,acetylcholine,PEG
39465,518,516,2334,2059,glutamate,FB5E
39503,148,94,1379,947,gaba,ER3p_a
39538,222,320,1133,2229,acetylcholine,FC2A
39567,138,161,927,1117,acetylcholine,PFL1
39690,157,300,1495,3561,acetylcholine,hDeltaE
39753,105,100,1098,1124,acetylcholine,PEG
39798,119,60,2150,1305,gaba,ER5
39813,168,129,1964,2121,acetylcholine,PEN_b(PEN2)
39875,116,173,391,734,acetylcholine,vDeltaC
39879,92,99,588,495,acetylcholine,IbSpsP
39883,246,299,2309,4852,acetylcholine,hDeltaF
39970,198,328,921,2039,acetylcholine,hDeltaC
39984,99,136,531,649,acetylcholine,IbSpsP
40037,100,84,897,866,acetylcholine,PFNd
40069,101,101,891,939,acetylcholine,PFNd
40179,174,302,850,1709,acetylcholine,FC2A
40213,140,168,862,788,gaba,ER1_b
40390,164,138,2126,2186,acetylcholine,PEN_b(PEN2)
40458,258,356,1208,1259,glutamate,FB7E
40558,130,94,1353,1390,gaba,ER3d_b
40565,31,117,291,812,serotonin,hDeltaK
40768,99,105,789,837,acetylcholine,EPGt
40802,264,383,1395,1263,glutamate,FB6K
41052,124,70,1002,1041,acetylcholine,PFNa
41277,177,273,961,1458,acetylcholine,hDeltaJ
41331,332,373,1826,1411,glutamate,FB5G_a
41385,111,197,226,650,acetylcholine,FS2
41544,281,249,1284,869,glutamate,FB4R
41554,192,276,1017,814,glutamate,FB5P
41556,128,74,758,794,acetylcholine,PFNa
41559,169,278,772,1621,acetylcholine,FC2A
41665,174,214,1200,1132,gaba,ER3a_c
41715,33,146,317,903,serotonin,hDeltaK
41743,47,122,319,720,serotonin,hDeltaK
41849,100,88,1424,1467,acetylcholine,PFNd
41908,87,88,1085,862,gaba,ER3a_a
41941,160,245,564,1028,acetylcholine,FC2C
42037,200,270,1036,734,glutamate,FB6Y
42059,97,80,975,1090,acetylcholine,PEG
42118,195,178,479,694,acetylcholine,FC3_b
42231,199,309,1223,2804,acetylcholine,hDeltaI
42241,139,159,855,775,gaba,ER1_b
42264,147,122,1506,1437,gaba,ER3d_e
42267,100,80,956,933,acetylcholine,PFNd
42332,50,91,565,528,acetylcholine,IbSpsP
42392,123,83,650,692,acetylcholine,PFNa
42440,202,360,1798,3493,acetylcholine,hDeltaG
42509,143,183,973,799,gaba,ER1_a
42515,73,93,450,548,acetylcholine,IbSpsP
42734,62,106,703,576,acetylcholine,IbSpsP
42736,204,180,671,518,acetylcholine,FC3_a
42739,237,129,2716,2103,acetylcholine,hDeltaB
42750,101,94,996,1022,acetylcholine,PFNd
42793,299,300,1586,1062,glutamate,FB4I
42835,123,110,1005,937,acetylcholine,PFNd
42975,188,330,1441,3936,acetylcholine,hDeltaA
43028,271,201,871,576,unclear,FB3C
43039,130,100,1571,1480,gaba,ER3d_d
43040,442,297,2349,2391,unclear,FB2B_a
43127,95,82,1191,1309,acetylcholine,PFNd
43161,204,322,1202,2009,acetylcholine,hDeltaC
43191,289,245,820,626,unclear,FB3C
43212,148,115,1509,1610,gaba,ER3d_a
43681,98,175,445,805,acetylcholine,vDeltaG
43683,152,163,1573,1340,gaba,ER3w_a
43756,761,734,3851,5026,dopamine,FB4M
43814,164,97,489,483,acetylcholine,FC1B
43866,127,142,724,624,acetylcholine,IbSpsP
43881,251,221,667,1399,serotonin,PFR_a
43909,127,279,693,916,glutamate,FB5V_c
43928,154,104,514,698,acetylcholine,FC1F
43949,299,294,1019,886,gaba,FB3E
44004,356,350,1970,1020,glutamate,FB2G_b
44010,121,112,1271,1130,gaba,ER3w_b
44056,82,190,204,456,acetylcholine,FS1A_a
44127,119,97,1416,1287,gaba,ER3d_d
44152,129,80,664,574,acetylcholine,PFNa
44256,102,271,489,1735,serotonin,PFGs
44422,120,92,1114,1113,gaba,ER3m
44554,180,323,596,1722,acetylcholine,FC2B
44669,98,57,824,696,acetylcholine,PFNv
44814,140,105,1429,1245,gaba,ER3m
44830,146,122,1509,1429,gaba,ER3d_e
44861,438,585,2684,3925,acetylcholine,CL199
44903,792,722,3917,4766,dopamine,FB4M
44909,114,65,1856,1113,gaba,ER5
44990,91,147,256,338,acetylcholine,FS1B_b
45024,855,767,1902,3259,dopamine,FB1C
45134,153,100,1305,988,gaba,ER3p_b
45151,235,277,1512,3503,acetylcholine,hDeltaF
45155,201,268,1765,4282,acetylcholine,hDeltaE
45282,199,145,592,656,acetylcholine,PFNp_c
45343,168,254,550,1144,acetylcholine,FC2C
45398,132,89,742,821,acetylcholine,PFNa
45427,344,367,2095,4345,octopamine,EL
45483,318,230,931,579,unclear,FB3C
45633,638,967,5733,5301,acetylcholine,SMP493
45730,84,94,495,505,acetylcholine,IbSpsP
45789,187,164,939,532,acetylcholine,FC3_a
45839,129,88,1280,1135,gaba,ER3d_b
45876,165,290,839,1720,acetylcholine,FC2A
45969,87,65,947,993,acetylcholine,PEG
46008,372,286,3391,1400,glutamate,FB4P_b
46073,358,368,1823,4412,octopamine,EL
46089,124,87,1416,900,gaba,ER3p_a
46169,146,259,670,1438,acetylcholine,FC2A
46185,238,183,908,621,glutamate,FB8H
46209,236,180,877,545,acetylcholine,FC3_b
46242,153,169,1527,1407,gaba,ER3w_a
46262,146,83,1270,959,gaba,ER3d_b
46341,132,119,1442,1088,gaba,ER3w_b
46358,133,68,835,727,acetylcholine,PFNv
46369,308,283,1212,1170,glutamate,FB7G
46383,371,249,2148,856,glutamate,FB2J_c
46480,359,185,1136,336,glutamate,FB2F_c
46571,424,283,3217,1307,glutamate,FB6C_b
46590,97,77,893,886,acetylcholine,PFNd
46603,98,231,239,620,acetylcholine,FS1A_c
46636,206,246,773,1033,glutamate,FB8I
46657,306,309,1504,1100,glutamate,FB4D_b
46707,181,178,1541,1379,gaba,ER3w_a
46764,338,395,1729,4486,octopamine,EL
46809,381,333,2500,1058,glutamate,FB2M_a
46943,281,277,1526,979,glutamate,FB7I
47036,161,131,1663,1568,gaba,ER3d_a
47136,75,152,241,485,acetylcholine,vDeltaK
47186,174,130,1414,1189,gaba,ER3m
47194,121,76,631,688,acetylcholine,PFNa
47262,161,250,1023,1457,glutamate,FB7J
47271,134,74,1444,878,gaba,ER3p_a
47348,149,273,626,1297,acetylcholine,hDeltaJ
47369,128,66,939,820,acetylcholine,PFNv
47464,137,105,1502,1390,gaba,ER3d_d
47528,97,96,928,919,acetylcholine,PFNd
47546,365,412,1848,1484,glutamate,FB5O
47619,127,90,964,820,acetylcholine,PFNa
47687,122,68,655,643,acetylcholine,PFNa
47796,137,92,610,659,acetylcholine,FC1A
47850,501,542,2190,2186,glutamate,FB5D
47852,169,222,887,515,acetylcholine,CRE065
47859,140,110,1542,1394,gaba,ER3d_c
47995,235,220,1395,905,glutamate,FB8G
47996,186,144,771,394,acetylcholine,FC3_b
48096,130,92,1321,908,gaba,ER3p_a
48248,186,112,750,732,acetylcholine,FC1A
48277,170,137,444,589,acetylcholine,FC1F
48291,113,102,1468,1048,gaba,ER3w_b
48318,135,101,1213,1341,gaba,ER3d_c
48335,228,368,1260,1114,glutamate,FB5M
48362,195,199,609,648,gaba,CB3394
48421,398,451,1986,1786,glutamate,FB5F
48491,63,234,891,1769,unclear,FR1
48524,159,106,659,683,acetylcholine,FC1A
48556,134,98,474,475,acetylcholine,FC1D
48558,337,232,1141,1149,glutamate,FB2I_a
48583,249,208,801,819,acetylcholine,FC3_a
48642,216,377,1704,3504,acetylcholine,hDeltaG
48667,142,70,1234,1163,acetylcholine,PFNv
48713,207,288,1624,3178,acetylcholine,hDeltaL
48956,117,79,1296,1270,gaba,ER3d_b
49002,125,84,1325,952,gaba,ER3p_a
49053,110,140,432,599,acetylcholine,vDeltaF
49288,283,232,818,1598,serotonin,PFR_a
49378,133,119,1508,1459,gaba,ER3d_c
49618,163,252,787,798,glutamate,FB6Q
49627,70,82,600,439,acetylcholine,IbSpsP
49630,115,65,745,676,acetylcholine,PFNv
49839,131,59,851,680,acetylcholine,PFNv
49869,143,85,1207,953,gaba,ER3p_b
49952,231,379,1654,3263,acetylcholine,hDeltaG
50007,126,79,1332,933,gaba,ER3p_a
50327,200,313,1063,2675,acetylcholine,hDeltaI
50431,140,262,474,1134,acetylcholine,FC2C
50461,154,254,637,1429,acetylcholine,FC2B
50687,141,170,623,771,acetylcholine,vDeltaG
50694,119,99,1438,1048,gaba,ER3w_b
50808,148,135,2551,2117,gaba,ER4d
50885,147,271,578,1340,acetylcholine,FC2C
50888,171,175,2396,1907,gaba,ER2_c
50891,165,111,310,259,acetylcholine,FC3_a
50905,150,102,451,357,acetylcholine,FC1E
50952,80,109,495,624,acetylcholine,IbSpsP
50984,183,136,515,600,acetylcholine,PFNm_a
51159,365,370,1953,4396,octopamine,EL
51365,174,123,520,564,acetylcholine,PFNp_c
51382,119,94,1414,1292,gaba,ER3d_b
51458,170,249,796,1401,acetylcholine,hDeltaJ
51509,172,142,526,557,acetylcholine,PFNp_c
51519,142,124,399,475,acetylcholine,FC1E
51555,336,352,1528,3199,octopamine,EL
51611,215,163,836,414,acetylcholine,FC3_b
51619,131,84,841,695,acetylcholine,PFNa
51622,184,134,679,695,acetylcholine,PFNm_a
51759,87,101,481,492,acetylcholine,IbSpsP
51782,206,265,685,1145,acetylcholine,FC2C
51844,237,236,726,673,glutamate,FB1A
51891,119,265,622,885,glutamate,FB6T
52027,209,171,843,579,acetylcholine,FC3_a
52041,87,241,680,1513,serotonin,PFGs
52191,28,117,247,707,serotonin,hDeltaK
52253,506,342,1957,1537,glutamate,FB2B_b
52304,130,161,527,744,acetylcholine,vDeltaF
52397,221,239,785,783,glutamate,FB8I
52427,181,117,716,728,acetylcholine,FC1A
52579,198,309,1476,3256,acetylcholine,hDeltaL
52647,118,81,560,600,acetylcholine,PFNa
52649,239,184,822,585,acetylcholine,FC3_a
52728,282,348,1272,1002,glutamate,FB5M
52756,154,195,995,1067,glutamate,FB8C
52798,212,296,1786,3748,acetylcholine,hDeltaL
52832,149,115,1506,1301,gaba,ER3m
52846,117,86,586,536,acetylcholine,PFNa
52903,147,119,1148,1006,acetylcholine,PFNd
52966,221,194,737,752,acetylcholine,FC3_a
53043,114,96,1413,1315,acetylcholine,PFNd
53086,133,137,1616,1655,acetylcholine,PEN_a(PEN1)
53101,194,221,794,842,acetylcholine,CB1187
53176,119,85,604,640,acetylcholine,PFNa
53352,156,117,603,458,acetylcholine,FC1D
53355,326,281,1848,1072,acetylcholine,pC1_7a
53467,177,299,1002,926,glutamate,FB5P
53618,150,97,1155,1040,gaba,ER3p_b
53675,154,159,440,571,glutamate,SA3
53743,389,336,1645,1325,glutamate,FB7L
53745,128,81,1222,905,gaba,ER3p_a
53755,285,225,790,1423,serotonin,PFR_a
53796,163,121,576,555,acetylcholine,PFNp_c
53837,241,219,893,857,acetylcholine,FC3_a
53991,383,402,1786,1969,glutamate,FB7I
54176,102,156,346,600,acetylcholine,vDeltaI_b
54184,166,104,604,589,acetylcholine,FC1A
54283,169,111,616,660,acetylcholine,FC1A
54443,195,320,1371,3682,acetylcholine,hDeltaA
54578,310,256,1631,1538,glutamate,FB7L
54597,136,188,900,802,gaba,ER1_a
54627,101,190,263,488,acetylcholine,FS1A_a
54642,122,196,570,973,acetylcholine,vDeltaF
54776,95,94,1052,1070,acetylcholine,PFNd
54907,135,176,525,872,acetylcholine,vDeltaE
54911,174,112,611,697,acetylcholine,FC1F
54912,121,87,1271,1228,gaba,ER3d_b
55037,224,181,770,578,acetylcholine,FC3_b
55049,234,186,773,608,acetylcholine,FC3_c
55094,165,261,1598,2325,acetylcholine,hDeltaD
55109,90,132,340,649,acetylcholine,vDeltaD
55124,70,135,756,992,glutamate,SpsP
55143,157,240,747,1105,acetylcholine,hDeltaJ
55161,502,345,2740,1641,glutamate,FB4O
55401,184,316,820,1922,acetylcholine,FC2A
55415,160,276,618,1257,acetylcholine,FC2B
55481,161,114,454,387,acetylcholine,PFNp_c
55508,325,406,1390,1494,glutamate,FB6K
55523,442,396,1953,1099,glutamate,FB2G_b
55527,149,114,1223,1593,acetylcholine,PEN_b(PEN2)
55538,234,169,741,436,acetylcholine,FC3_a
55630,94,100,692,708,acetylcholine,EPGt
55789,458,384,2272,1296,glutamate,FB2G_b
55887,114,95,345,227,glutamate,SAF
55953,140,245,638,841,glutamate,FB5V_c
56106,126,119,439,365,acetylcholine,FC1E
56146,136,121,441,472,acetylcholine,FC1D
56327,239,326,1514,1373,glutamate,FB6P
56350,482,344,2540,1423,glutamate,FB4O
56382,178,281,799,1625,acetylcholine,FC2A
56466,223,178,770,509,acetylcholine,FC3_a
56542,31,138,262,771,serotonin,hDeltaK
56545,225,182,653,521,acetylcholine,FC3_b
56567,236,328,1209,1046,glutamate,FB6X
56581,148,130,477,462,acetylcholine,FC1D
56607,214,164,701,474,acetylcholine,FC3_b
56628,208,247,912,745,glutamate,FB6R
56635,130,110,429,386,acetylcholine,FC1E
56695,326,246,1117,718,gaba,FB3C
56726,223,319,1544,3127,acetylcholine,hDeltaL
56766,222,326,990,874,acetylcholine,ICL010m
56799,127,87,600,516,acetylcholine,FC1A
56830,125,190,578,837,acetylcholine,vDeltaF
56839,204,136,593,347,acetylcholine,FC3_b
56905,137,256,498,1190,acetylcholine,FC2C
56993,96,91,1079,919,gaba,ER3a_a
57252,76,194,164,531,acetylcholine,FS1A_c
57278,431,432,1808,2098,glutamate,FB6U
57309,187,134,543,692,acetylcholine,FC1B
57353,424,177,1311,336,glutamate,FB2F_c
57384,295,225,636,1371,unclear,PFR_a
